#,title,text,Kaebuse kuupäev,Kaebuse aasta,Väljaanne,Väljaande nimi1,Lingid,Lingid1,Unnamed: 7,Kaebuse sisu,Lahendi tulemus1,Lahendi tulemus2,Lahendi kuupäev,Otsuse sisu,Otsuse liik,Lahendi liik,Väljaande nimi,Väljaande liik,Koodeks,1.2,1.4,1.5,1.6,2.3,3.1,3.2,3.3,3.5,3.6,3.7,4.1,4.2,4.3,4.4,4.6,4.7,4.8,4.9,4.10,4.11,4.12,5.1,5.2,5.3,6.1,Koodeksipunkte
1080,"Miks räägib Varro Vooglaid üha enam relva haaramisest ja kodusõjast? ""Näen väga suurt valu, ängi ja kibestumist""","Tuntud ühiskonnategelane räägib, et mõni piirangutes kibestunu võib relvad haarata ja säärane konflikt võib viia verevalamiseni.     
        Kuula artiklit
        Sihtasutuse Perekonna ja Traditsiooni Kaitseks (SAPTK) eestvedaja Varro Vooglaid on viimasel ajal rääkinud korduvalt võimalusest, et piirangute ja vaktsineerimisnõuete karmistamisel kasvavad pinged üle pea, osa Eesti rahvast haarab relvad ning võib puhkeda kodusõda.„Olukord on pinev tõesti, pidades silmas, et Austrias juba on kuulutatud välja kohustuslik vaktsineerimine. See tähendab, et vaktsineerimisvabaduse põhimõttest on otseselt taandutud ning inimesi hakatakse karistama selle eest, et nad ei lase endale nõutud aineid sisse süstida,“ selgitas Vooglaid Ekspressile.                            ",08.12.21,2021,Eesti Ekspress 08.12.21 Varro Vooglaid räägib kodusõja puhkemisest ,Eesti Ekspress,https://ekspress.delfi.ee/number/95266325/artikkel/95330217/miks-raagib-varro-vooglaid-uha-enam-relva-haaramisest-ja-kodusojast-naen-vaga-suurt-valu-angi-ja-kibestumist,,,Kaebaja hinnangul jätab artikli juhtlõik temast eksitava ja pahatahtliku mulje. ,pressinõukogu otsus,pressinõukogu otsus,27.01.22,"ÕIGEKSMÕISTEV: Ekspress ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei ole loo juhtlõik eksitav, sest artiklis ütleb Varro Vooglaid, et on valmis oma pere kaitsmiseks sundvaktsineerimise eest relva haarama. Pressinõukogu arvates on ajakirjandusel õigus pealkirjades ja juhtlõikudes artiklid värvikamalt kokku võtta, kuid seda ei tohi teha kellegi arvelt. Antud juhul ei ole juhtlõiku värve lisades kaebajat kuritarvitatud, sest Varro Vooglaid ise toob loos vaktsineerimise temaatika sisse. ",õigeksmõistev,õigeksmõistev,Eesti Ekspress,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,"Parkett kummis, tuul puhub läbi. Ostja esitas kümnete ehitusvigade tõttu arendaja vastu kaebuse","   Tarbija esitas TTJA-le kaebuse Veskioja 1 OÜ nimelise väikearendaja vastu. Ostja kinnitusel ilmneb eramus riburada erinevaid ehitusvigu, mille kõrvaldamisest arendaja eemale puikleb. Ettevõte põhjendab, et eramu omanik käitub ehitusmeestega ebaviisakalt ning seetõttu ei taha ehitajad enam objektile tagasi minna.",11.11.21,2021,"Delfi 05.11.21 Parkett kummis, tuul puhub läbi. Ostja esitas kümnete ehitusvigade tõttu arendaja vastu kaebuse ",Delfi,https://arileht.delfi.ee/artikkel/95059013/parkett-kummis-tuul-puhub-labi-ostja-esitas-kumnete-ehitusvigade-tottu-arendaja-vastu-kaebuse,,,"Kaebaja leiab, et artikkel sisaldab ebatäpset ja eksitavat infot. Samuti ei ole kaebaja rahul, et talle sõna ei antud. ",pressinõukogu otsus,pressinõukogu otsus,16.12.21,"ÕIGEKSMÕISTEV: Delfi ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on refereeritud tarbijavaidluste komisjoni otsust, milles on mõlema osapoole seisukohad, samas oleks võinud uudises kohe alguses rõhutada, et tegemist on komisjoni otsuse refereeringuga. Kuna artikkel ei sisalda täiendavaid kommentaare, ei olnud alust kaebajale täiendavaks sõna andmiseks ega vastulauseks. ",õigeksmõistev,õigeksmõistev,Delfi,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,"Suur vitamiinisõda Viimsis: farmaatsiatehase töötajad omastasid retseptid, lõid oma firma ja üritasid populaarse brändi turult välja süüa","Minut pärast üle-eelmise reede tööpäeva lõppu teatas toiduamet, et laseb hävitada 32 000 pudelit eestlaste hulgas ülipopulaarset spreivitamiini. Tootel lasuvat saastekahtlus ja kasutajat võib äärmisel juhul oodata surm. Tegelikult käib teate taustal riukalik konkurentsisõda, kust ei puudu tankistid, omastatud retseptid ja meelega rikutud tooted.    „Kuidas see on võimalik? Minu eetikasse see ei mahu!” põrutab farmaatsiatehase omanik Veiko Saluste (53).Kuni selle artiklini teab avalikkus teda kui Eesti farmaatsia self made mani.Ta omab 50 miljonilist tehast Viimsis. Toodab poolele maailmale veterinaarravimeid ivermektiinist desoaineteni, ja kuni hiljutise ajani ka toidulisandeid inimestele. Mulluses koroonakriisis töötas ta koos 140 alluvaga aasta otsa - seitse päeva nädalas - ja tegi rekordkasumi. Hakkas ehitama 20 000 ruutmeetrist ultramoodsat farmaatsiaklastrit Suur-Sõjamäele Tallinnas.Eduloo argipäev nii ilus pole. Vaevalt tahaks keegi praegu Saluste nahas olla. ",10.11.21,2021,"Eesti Ekspress 03.11.21 Suur vitamiinisõda Viimsis: farmaatsiatehase töötajad omastasid retseptid, lõid oma firma ja üritasid populaarse brändi turult välja süüa ",Eesti Ekspress,https://ekspress.delfi.ee/artikkel/94965663/suur-vitamiinisoda-viimsis-farmaatsiatehase-tootajad-omastasid-retseptid-loid-oma-firma-ja-uritasid-populaarse-brandi-turult-valja-suua,,,"Kaebajate hinnangul sisaldab artikkel ebatäpset ja eksitavat infot ning uudised ja arvamused on segamini. Kaebajad ei ole rahul, et kaubamärgi tootepilti on kasutatud luba küsimata. ",pressinõukogu otsus,pressinõukogu otsus,16.12.21,"ÕIGEKSMÕISTEV: Ekspress ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on kaebajad saanud artiklis esitatud süüdistustele vastata. Pressinõukogu leiab, et Eesti Ekspressi poolt esitatud selgitused kinnitavad, et artikkel ei sisalda kontrollimata või eksitavat infot. ",õigeksmõistev,õigeksmõistev,Eesti Ekspress,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,"Robert Sarv kutsus piirangutevastaseid üles riiki kohtusse kaebama. Advokatuuri esimees: see ei ole advokaadile kohane, asja tuleb arutada aukohtus","   Vandeadvokaat Robert Sarv avaldas laupäeval ühismeedias koroonapiirangute vastastele, kuidas on võimalik riik kohtusse kaevata, lisades postitusele mh oma advokaadibüroo arvelduskonto numbri ja menetluseks vajalikud summad. „Minu arvates ei ole Robert Sarve kõnealune üleskutse advokaadile kohane,“ vastas Tehver.Tehver nentis, et kutse-eetilistes küsimustes seisukohtade võtmine on advokatuuri aukohtu, mitte esimehe voli, ning hetkel see küsimus aukohtu menetluses ei ole. Küll aga märkis ta, et peab põhjendatuks sellele juhtumile aukohtus hinnangu andmist.",02.11.21,2021,"Delfi 02.11.21 Robert Sarv kutsus piirangutevastaseid üles riiki kohtusse kaebama. Advokatuuri esimees: see ei ole advokaadile kohane, asja tuleb arutada aukohtus ",Delfi,https://www.delfi.ee/artikkel/95033375/robert-sarv-kutsus-piirangutevastaseid-ules-riiki-kohtusse-kaebama-advokatuuri-esimees-see-ei-ole-advokaadile-kohane-asja-tuleb-arutada-aukohtus,,,"Kaebaja leiab, et loo pealkiri on vale sisuga, artikkel sisaldab ebatäpset, moonutatud ja eksitavat infot ning talle ei antud sõna. ",pressinõukogu otsus,pressinõukogu otsus,16.12.21,"ÕIGEKSMÕISTEV: Delfi ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on kaebaja postituse nimetamine üleskutseks põhjendatud, sest see kutsub inimesi tegutsema. Pressinõukogu hinnangul on seega ka artikli pealkiri õige.  Pressinõukogu leiab, et Robert Sarve seisukohad on artiklis olemas. Samuti on artiklis kaebaja selgitus, et tegemist ei ole üleskutsega. ",õigeksmõistev,õigeksmõistev,Delfi,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,Pärnu revisjoni­komisjoni esimees jäi prügilas vahele korruptsiooniga,"Isamaa liikmena kandideerib Pärnus kohalikel valmistel Rain Jung (53, pildil). Ta on Pärnu linnavolikogu liige ja revisjonikomisjoni esimees. Samas on Jung hiljuti vahele jäänud korruptsiooniga.    Suvel sõlmis Jung oportuniteedileppe Lääne ringkonnaprokuratuuriga. Sellega lõpetati kriminaal­asi, mille tulemusel pidi Jung maksma riigile 500 eurot ja lisaks hüvitama kuriteoga saadud 2652 eurot. Prokuratuur ei taha oportuniteedilepet kommenteerida. Ekspressile teadaolevalt on tegu juhtumiga, kus Pärnu linnale kuuluva Paikre prügila nõukogus istunud Jung lasi prügifirma raha eest remontida oma isiklikku autot. Tõenäoliselt on prokuratuuri kidakeelsuse taga tõsiasi, et Paikre endiste juhtide suhtes jätkub suurem kriminaalasi. Jungi episood on lihtsalt üks detail, mis suuremast menetlusest eraldati.",01.11.21,2021,Eesti Ekspress 22.09.21 Pärnu revisjonikomisjoni esimees jäi prügilas vahele korruptsiooniga ,Eesti Ekspress,https://ekspress.delfi.ee/artikkel/94639229/parnu-revisjonikomisjoni-esimees-jai-prugilas-vahele-korruptsiooniga,,,"Kaebaja hinnangul sisaldab artikkel valeinfot, sest tema vastu ei ole süüdistust esitatud. ",pressinõukogu otsus,pressinõukogu otsus,16.12.21,"TAUNIV: Ekspress rikkus ajakirjanduseetika koodeksi punkti 4.11., mis ütleb, et fotod, fotode allkirjad, pealkirjad ja juhtlaused ei või auditooriumi eksitada. Pressinõukogu hinnangul jätab artikli pealkiri mulje, et kaebaja on toime pannud korruptsioonikuriteo, kuid seda süüdistust ei ole loos endas faktidega tõestatud. ",tauniv,tauniv,Eesti Ekspress,kirjutav meedia,['4.11'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1071,"Poisid, tüdrukud, ritta! „Aga ma ei ole ju kumbki...” Eestis valitseb soopimedus","Uute sooidentiteetide pealetung ajab ametnike juhtme lühisesse, aga kolmanda soo esindajad ei väsi oma õiguste eest võitlemast.   ",18.10.21,2021,"Eesti Päevaleht 15.10.21 Poisid, tüdrukud, ritta! ""Aga ma ei ole ju kumbki..."" Eestis valitseb soopimedus ",Eesti Päevaleht,https://epl.delfi.ee/artikkel/94850447/poisid-tudrukud-ritta-aga-ma-ei-ole-ju-kumbki-eestis-valitseb-soopimedus,,,"Kaebaja ei ole rahul, et artiklis avaldati artikli sisusse puutumatu lõik ehk teema käsitlust mittepuudutav vestlus, mis jätab kaebaja põhjendamatult halba valgusesse. Kaebaja ei ole rahul, et toimetus vastulauset ei avaldanud. ",pressinõukogu otsus,pressinõukogu otsus,16.12.21,"ÕIGEKSMÕISTEV: Päevaleht ei eksinud ajakirjanduseetika koodeksi vastu, sest tegemist ei olnud „off the record“ vestlusega. ",õigeksmõistev,õigeksmõistev,Eesti Päevaleht,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,AUTORIKÜLG | Martin Laine: surnurüvetus vaktsiinivastaste moodi,Tungis leida oma väärteooriatele „tõendeid” lastakse kõhklematult käiku ka siitilmast lahkunud.   ,30.09.21,2021,Eesti Päevaleht 17.09.21 Lugeda ja arvutada ei oska ,Eesti Päevaleht,https://epl.delfi.ee/artikkel/94597711/autorikulg-martin-laine-surnuruvetus-vaktsiinivastaste-moodi,,,"Kaebaja leiab, et artikkel sisaldab tema kohta eksitavat ja valeinfot. Samuti ei ole kaebaja rahul, et talle sõna ei antud. ",pressinõukogu otsus,pressinõukogu otsus,18.11.21,"ÕIGEKSMÕISTEV: Päevaleht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu leiab, et ajakirjanikul on õigus anda hinnang Statistikameti arvutustele ja kaebaja postitusele ning pidada usaldusväärseks ameti arvutusi. ",õigeksmõistev,õigeksmõistev,Eesti Päevaleht,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,Kolm aastat vana vankrikonflikt jõuab kohtus lõpusirgele. Varro Vooglaid esitas vastuhagi,"   2018. aasta detsembris tekkis keset Vabaduse väljakul toimunud meeleavaldust konflikt Odini sõdurite ja lapsevankriga sakslasest politoloogi vahel. Tänaseni kestab vaidlus selle üle, kas politoloog ikka tegeles provokatsiooniga, nagu on perekondi ja traditsiooni kaitsev sihtasutus väitnud. Vahejuhtum pälvis suurt avalikkuse tähelepanu - kuna politoloog Florian Hartleb kuulus sel ajal ka erakonda Eesti 200, nimetasid üritusel kõne pidanud Varro Vooglaid ja Objektiivi toimetaja Markus Järvi seda küüniliseks provokatsiooniks, milles mees kasutas selleks ära ka oma väikest last.",29.09.21,2021,Delfi 09.09.21 Kolm aastat vana vankrikaklus jõuab kohtus lõpusirgele. Varro Vooglaid esitas vastuhagi ,Delfi,https://www.delfi.ee/artikkel/94540235/kolm-aastat-vana-vankrikonflikt-jouab-kohtus-lopusirgele-varro-vooglaid-esitas-vastuhagi,,,"Kaebajate hinnangul sisaldas artikkel ebatäpset ja eksitavat infot. Kaebajad ei ole rahul, et neile sõna ei antud. ",pressinõukogu otsus,pressinõukogu otsus,18.11.21,"ÕIGEKSMÕISTEV: Delfi ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei ole tegemist konflikti sisaldava materjaliga, mis nõudnuks osapoolte kommentaare. ",õigeksmõistev,õigeksmõistev,Delfi,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,"Tapetud mehe ema jahmatav avaldus: „Jutt oli, et enne ei liigu ei prokurör ega politsei, kui me ei maksa“","MIS ASJA?! Mihkel Haaveli ema sõnul küsiti talt 25 000 eurot, et poja surma põhjustanud poksija antaks kohtu alla.    Poja kaotanud ema pettumine õigussüsteemis pole kahjuks midagi erakordset. Sel kevadel väljendas Harju maakohtus toimunud avalikul istungil oma sügavat rahulolematust ka Saaremaa tuntud arst Varje Haavel.Tema poeg, apteegiäris tegutsenud 39aastane Mihkel Haavel suri mullu suvel rusikahoopidest saadud vigastustesse. Mihkel Haavel oli saripettur Liis Haaveli vend.„Kolm kuud oli surmast möödas, tapjaga ei olnud tehtud midagi ja uurija ei tundnud meie vastu üldse huvi. Ainult nii palju, et esitage nüüd tsiviilarved (ilmselt mõtles ta tsiviilhagisid – EE),“ rääkis ema.Varje Haaveli sõnul ilmus ühel hetkel tema juurde poja Pirita majanaaber ja tuttav.                             ",21.09.21,2021,"Eesti Ekspress 08.09.21 Tapetud mehe ema jahmatav avaldus: ""Jutt oli, et enne ei liigu ei prokurör ega politsei, kui me ei maksa"" ",Eesti Ekspress,https://ekspress.delfi.ee/number/94473771/artikkel/94517905/tapetud-mehe-ema-jahmatav-avaldus-jutt-oli-et-enne-ei-liigu-ei-prokuror-ega-politsei-kui-me-ei-maksa,,,"Kaebaja leiab, et artikli pealkiri ja juhtlause on eksitavad. ",pressinõukogu otsus,pressinõukogu otsus,18.11.21,"ÕIGEKSMÕISTEV: Ekspress ei eksinud ajakirjanduseetika koodeksi vastu. Kuna pealkirjas on kasutatud jutumärke, on aru saada, et tegemist on tsitaadiga ning samas on viidatud ka sellele, et need on tapetud mehe ema sõnad. ",õigeksmõistev,õigeksmõistev,Eesti Ekspress,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,VIDEO ja FOTOD | Vaktsineerimisvastased kogunesid jälle Toompeale,"   Toompeale on kogunenud kümneid inimesi, kes esitavad tööle saabuvatele rahvasaadikutele küsimusi vaktsineerimise asjus. Vaktsineerimisevastased kogunesid parlamendi juurde Eesti konservatiivse rahvareakonna EKRE kutsel. Kogunenud isikud filmivad parlamendisaadikute tööle saabumist telefonidega, õhkkond on rahulik, teatab Delfi ajakirjanik kohapealt.",17.09.21,2021,Delfi 14.09.21 Vaktsineerimisvastased kogunesid jälle Toompeale ,Delfi,https://www.delfi.ee/artikkel/94579211/video-ja-fotod-vaktsineerimisvastased-kogunesid-jalle-toompeale,,,"Kaebaja hinnangul sisaldab artikkel valeinfot, sest EKRE ei olnud meeleavalduse korraldaja. Lisaks ei ole kaebaja rahul, et Delfi parandust ei avaldanud. ",pressinõukogu otsus,pressinõukogu otsus,18.11.21,"ÕIGEKSMÕISTEV: Delfi ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei avaldanud Delfi ebatäpset infot, sest uudises ei öelda, et EKRE on meeleavalduse korraldaja, vaid viidatakse EKRE algatatud eelnõule ja kutsele seda Toompeale toetama tulla. ",õigeksmõistev,õigeksmõistev,Delfi,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
