#,Kaebuse kuupäev,Kaebuse aasta,Väljaanne,Kaebuse sisu,Lahendi tulemus1,Lahendi tulemus2,Lahendi kuupäev,Otsuse sisu,Otsuse liik,Lahendi liik,Väljaande nimi,Väljaande liik,Koodeks,1.2,1.4,1.5,1.6,2.3,3.1,3.2,3.3,3.5,3.6,3.7,4.1,4.2,4.3,4.4,4.6,4.7,4.8,4.9,4.10,4.11,4.12,5.1,5.2,5.3,6.1,Koodeksipunkte
1081,27.12.21,2021,"Pärnu Postimees 07.12.21 Käre pakane viis bussid rivist välja, autoabi osutajatel käed-jalad tööd täis ","Kaebaja leiab, et artikli foto on eksitav, sest jätab mulje nagu poleks ATKO buss sõita saanud. ",pressinõukogu otsus,pressinõukogu otsus,27.01.22,"ÕIGEKSMÕISTEV: Pärnu Postimees ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei jäta artikkel muljet, nagu oleks ATKO Bussiliinide bussidel käreda külmaga probleeme olnud. Ka pildiallkiri ütleb, et liinil nr 40 probleeme ei olnud. ",õigeksmõistev,õigeksmõistev,Pärnu Postimees,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,08.12.21,2021,Eesti Ekspress 08.12.21 Varro Vooglaid räägib kodusõja puhkemisest ,Kaebaja hinnangul jätab artikli juhtlõik temast eksitava ja pahatahtliku mulje. ,pressinõukogu otsus,pressinõukogu otsus,27.01.22,"ÕIGEKSMÕISTEV: Ekspress ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul ei ole loo juhtlõik eksitav, sest artiklis ütleb Varro Vooglaid, et on valmis oma pere kaitsmiseks sundvaktsineerimise eest relva haarama. Pressinõukogu arvates on ajakirjandusel õigus pealkirjades ja juhtlõikudes artiklid värvikamalt kokku võtta, kuid seda ei tohi teha kellegi arvelt. Antud juhul ei ole juhtlõiku värve lisades kaebajat kuritarvitatud, sest Varro Vooglaid ise toob loos vaktsineerimise temaatika sisse. ",õigeksmõistev,õigeksmõistev,Eesti Ekspress,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,06.12.21,2021,Hiiu Leht 22.10.21 Jalutuskäik Tiit Leito elutöö varemetel ,"Kaebaja ei ole rahul, et tema vastulauset ei avaldatud, kuigi artiklis esitati tema kohta süüdistusi. ",pressinõukogu otsus,pressinõukogu otsus,27.01.22,"ÕIGEKSMÕISTEV: Hiiu Leht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on artikkel üldisemalt maastikukaitsealast, Saarnaki hoonete kompleksi mainitakse vaid väikeses osas loost ning seejuures ei avaldatud rentniku nime. Pressinõukogu hinnangul ei esitata kaebaja kohta tõsiseid süüdistusi ja seepärast ei olnud vajadust kaebajale sõna anda. ",õigeksmõistev,õigeksmõistev,Hiiu Leht,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,02.12.21,2021,Õhtuleht 01.12.21 ,"Kaebaja leiab, et artikkel on pahatahtlik ja sisaldab valeinfot. Samuti ei ole kaebaja rahul, et teda on artiklis nimeliselt nimetatud. ",pressinõukogu otsus,pressinõukogu otsus,27.01.2022,ÕIGEKSMÕISTEV: Õhtuleht ei rikkunud head ajakirjandustava. Pressinõukogu hinnangul kajastab artikkel kohtuotsust ja välja on jäetud eraelulised andmed. ,õigeksmõistev,õigeksmõistev,Õhtuleht,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,11.11.21,2021,"Delfi 05.11.21 Parkett kummis, tuul puhub läbi. Ostja esitas kümnete ehitusvigade tõttu arendaja vastu kaebuse ","Kaebaja leiab, et artikkel sisaldab ebatäpset ja eksitavat infot. Samuti ei ole kaebaja rahul, et talle sõna ei antud. ",pressinõukogu otsus,pressinõukogu otsus,16.12.21,"ÕIGEKSMÕISTEV: Delfi ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on refereeritud tarbijavaidluste komisjoni otsust, milles on mõlema osapoole seisukohad, samas oleks võinud uudises kohe alguses rõhutada, et tegemist on komisjoni otsuse refereeringuga. Kuna artikkel ei sisalda täiendavaid kommentaare, ei olnud alust kaebajale täiendavaks sõna andmiseks ega vastulauseks. ",õigeksmõistev,õigeksmõistev,Delfi,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,10.11.21,2021,"Eesti Ekspress 03.11.21 Suur vitamiinisõda Viimsis: farmaatsiatehase töötajad omastasid retseptid, lõid oma firma ja üritasid populaarse brändi turult välja süüa ","Kaebajate hinnangul sisaldab artikkel ebatäpset ja eksitavat infot ning uudised ja arvamused on segamini. Kaebajad ei ole rahul, et kaubamärgi tootepilti on kasutatud luba küsimata. ",pressinõukogu otsus,pressinõukogu otsus,16.12.21,"ÕIGEKSMÕISTEV: Ekspress ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on kaebajad saanud artiklis esitatud süüdistustele vastata. Pressinõukogu leiab, et Eesti Ekspressi poolt esitatud selgitused kinnitavad, et artikkel ei sisalda kontrollimata või eksitavat infot. ",õigeksmõistev,õigeksmõistev,Eesti Ekspress,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,09.11.21,2021,Elu24 20.08.21 VIDEOD: Öises Tartus Emajõkke lennutatud ratastool põhjustas sotsiaalmeedias pahameeletormi ,"Kaebaja ei ole rahul, et temalt kommentaari ei küsitud ja videod ilma tema nõusolekuta avaldati. ",pressinõukogu otsus,pressinõukogu otsus,16.12.22,"ÕIGEKSMÕISTEV: Elu24 ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul olid videod sotsiaalmeedias avalikkusele kättesaadavad ning asjaosaliste näod ei olnud varjatud ning seetõttu pidi kaebaja arvestama, et ta on äratuntav ja et videod võivad avalikkuses levida. Pressinõukogu hinnangul puudus antud loo puhul konflikt ja seetõttu puudus vajadus kaebajale sõna anda. ",õigeksmõistev,õigeksmõistev,Elu24,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,02.11.21,2021,"Delfi 02.11.21 Robert Sarv kutsus piirangutevastaseid üles riiki kohtusse kaebama. Advokatuuri esimees: see ei ole advokaadile kohane, asja tuleb arutada aukohtus ","Kaebaja leiab, et loo pealkiri on vale sisuga, artikkel sisaldab ebatäpset, moonutatud ja eksitavat infot ning talle ei antud sõna. ",pressinõukogu otsus,pressinõukogu otsus,16.12.21,"ÕIGEKSMÕISTEV: Delfi ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu hinnangul on kaebaja postituse nimetamine üleskutseks põhjendatud, sest see kutsub inimesi tegutsema. Pressinõukogu hinnangul on seega ka artikli pealkiri õige.  Pressinõukogu leiab, et Robert Sarve seisukohad on artiklis olemas. Samuti on artiklis kaebaja selgitus, et tegemist ei ole üleskutsega. ",õigeksmõistev,õigeksmõistev,Delfi,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,18.10.21,2021,"Eesti Päevaleht 15.10.21 Poisid, tüdrukud, ritta! ""Aga ma ei ole ju kumbki..."" Eestis valitseb soopimedus ","Kaebaja ei ole rahul, et artiklis avaldati artikli sisusse puutumatu lõik ehk teema käsitlust mittepuudutav vestlus, mis jätab kaebaja põhjendamatult halba valgusesse. Kaebaja ei ole rahul, et toimetus vastulauset ei avaldanud. ",pressinõukogu otsus,pressinõukogu otsus,16.12.21,"ÕIGEKSMÕISTEV: Päevaleht ei eksinud ajakirjanduseetika koodeksi vastu, sest tegemist ei olnud „off the record“ vestlusega. ",õigeksmõistev,õigeksmõistev,Eesti Päevaleht,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,30.09.21,2021,Eesti Päevaleht 17.09.21 Lugeda ja arvutada ei oska ,"Kaebaja leiab, et artikkel sisaldab tema kohta eksitavat ja valeinfot. Samuti ei ole kaebaja rahul, et talle sõna ei antud. ",pressinõukogu otsus,pressinõukogu otsus,18.11.21,"ÕIGEKSMÕISTEV: Päevaleht ei eksinud ajakirjanduseetika koodeksi vastu. Pressinõukogu leiab, et ajakirjanikul on õigus anda hinnang Statistikameti arvutustele ja kaebaja postitusele ning pidada usaldusväärseks ameti arvutusi. ",õigeksmõistev,õigeksmõistev,Eesti Päevaleht,kirjutav meedia,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
